TransactionAmount,TransactionType,Location,DeviceID,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
292.08,1,8,611,66,0,72.0,2,32.0,1.0,7950.48,2
63.98,1,3,148,25,2,54.0,0,258.0,1.0,7954.12,1
235.21,1,4,291,6,1,67.0,0,74.0,1.0,5946.61,2
201.73,1,3,240,95,2,57.0,1,78.0,1.0,6650.71,2
161.31,1,26,560,50,0,28.0,3,13.0,1.0,1268.67,0
18.41,1,1,27,71,1,53.0,0,168.0,1.0,8287.54,1
471.75,0,38,428,47,1,34.0,0,41.0,1.0,12948.5,3
290.02,1,25,391,4,1,55.0,1,246.0,1.0,4746.71,1
48.05,1,27,648,59,1,27.0,1,38.0,1.0,5334.97,0
359.42,1,3,550,88,1,55.0,0,30.0,1.0,1765.45,2
32.91,1,13,455,35,2,19.0,3,255.0,1.0,427.3,0
3.8,1,10,599,73,1,67.0,2,140.0,1.0,6285.39,2
31.81,1,13,621,32,2,51.0,2,149.0,1.0,1406.6,2
220.2,1,4,280,46,2,28.0,3,102.0,1.0,1075.15,0
476.03,0,15,454,2,1,77.0,2,99.0,1.0,5958.34,2
141.91,1,24,68,50,1,23.0,3,49.0,1.0,791.97,0
95.83,1,42,87,69,2,27.0,3,91.0,1.0,1726.4,0
51.15,0,20,209,18,1,46.0,1,199.0,1.0,8992.25,1
1192.2,0,17,170,92,1,60.0,2,103.0,5.0,7816.41,2
50.75,1,4,622,17,0,62.0,0,185.0,1.0,8271.47,1
185.07,1,7,311,61,1,22.0,3,159.0,1.0,636.42,0
293.54,1,34,249,25,2,40.0,1,45.0,1.0,2290.1,0
23.38,1,22,397,61,1,32.0,1,112.0,1.0,9968.49,3
285.26,1,1,135,61,0,28.0,3,93.0,1.0,167.72,0
129.48,1,39,304,0,0,31.0,1,179.0,1.0,7581.7,1
743.03,1,27,101,49,0,50.0,1,174.0,1.0,4111.38,1
297.86,0,25,404,69,0,28.0,3,96.0,1.0,1680.14,0
231.92,1,16,272,48,0,66.0,0,12.0,1.0,5715.08,2
295.82,0,6,86,40,1,47.0,1,46.0,1.0,5897.73,2
302.86,1,20,3,80,2,55.0,0,275.0,1.0,5239.24,1
81.08,1,29,191,88,0,58.0,1,56.0,1.0,7788.91,2
775.6,0,23,607,69,1,79.0,2,158.0,1.0,3898.64,2
178.43,1,3,155,40,1,26.0,3,136.0,1.0,1214.93,0
211.91,1,16,470,74,2,20.0,3,181.0,1.0,927.47,0
17.21,1,29,598,3,2,23.0,3,219.0,1.0,914.16,0
124.22,1,5,506,12,0,23.0,3,172.0,1.0,9695.04,3
38.37,1,35,222,2,0,63.0,0,135.0,1.0,8647.04,2
269.79,1,38,197,12,0,52.0,1,17.0,1.0,1292.1,2
605.42,1,23,471,84,0,21.0,3,33.0,1.0,392.34,0
211.36,1,2,369,89,0,60.0,1,40.0,1.0,9877.17,3
29.19,0,26,291,3,1,58.0,0,41.0,1.0,12059.85,3
701.7,0,39,36,54,2,61.0,2,64.0,1.0,6643.24,2
862.34,1,18,135,69,1,57.0,0,72.0,1.0,9903.48,3
410.97,1,20,299,25,1,22.0,3,45.0,1.0,151.42,0
36.97,1,41,528,86,1,41.0,1,79.0,1.0,2850.92,0
137.59,1,26,424,64,0,30.0,0,95.0,1.0,10679.67,3
168.11,0,27,49,14,2,51.0,0,12.0,1.0,10652.13,3
430.98,1,3,172,57,1,24.0,3,93.0,1.0,569.25,0
13.87,1,31,650,76,1,24.0,3,20.0,1.0,954.83,0
642.68,1,17,623,59,0,76.0,2,66.0,1.0,1831.2,2
175.07,1,19,391,99,2,28.0,1,169.0,2.0,9274.64,3
302.82,1,17,282,19,0,36.0,1,175.0,1.0,9384.54,3
1647.74,1,13,575,48,0,67.0,2,52.0,1.0,1483.84,2
406.81,1,27,72,15,2,66.0,2,84.0,1.0,1968.36,2
256.3,1,27,97,65,2,53.0,2,172.0,1.0,4203.05,1
80.96,0,17,175,77,2,19.0,3,97.0,1.0,959.94,0
95.78,1,1,206,60,2,22.0,3,27.0,1.0,271.64,0
379.54,0,16,648,39,1,41.0,0,118.0,1.0,12571.76,3
903.19,1,12,278,27,2,22.0,3,65.0,1.0,8627.08,3
142.19,1,15,401,4,1,18.0,3,27.0,4.0,524.46,0
847.45,1,17,453,41,1,28.0,3,175.0,1.0,422.32,0
295.18,0,9,124,99,1,66.0,0,31.0,1.0,12961.53,3
18.46,1,5,131,31,1,68.0,2,213.0,1.0,6381.6,1
603.23,1,11,232,16,1,28.0,3,48.0,1.0,117.98,0
54.5,0,30,49,81,1,57.0,2,147.0,1.0,1715.22,2
414.77,1,37,560,13,2,29.0,0,274.0,1.0,5599.81,1
886.19,1,7,595,80,1,61.0,2,69.0,1.0,7904.24,2
440.03,1,38,552,98,2,49.0,1,88.0,1.0,1490.44,2
211.36,1,26,237,4,0,56.0,2,285.0,1.0,1532.72,1
76.39,1,10,490,18,1,18.0,3,219.0,1.0,5976.0,0
595.91,0,35,62,84,0,19.0,3,162.0,1.0,1673.76,0
6.03,1,6,346,34,1,76.0,2,70.0,1.0,3290.72,2
249.34,1,5,481,87,0,26.0,1,197.0,1.0,3030.97,0
421.52,1,38,34,63,1,20.0,3,67.0,1.0,369.86,0
189.77,1,33,282,10,1,58.0,1,24.0,1.0,6570.36,2
73.19,1,1,66,24,1,76.0,2,213.0,1.0,2264.98,2
188.13,0,17,154,90,2,75.0,2,198.0,1.0,5029.87,2
30.52,1,17,509,4,1,62.0,0,122.0,1.0,12327.74,3
1235.69,0,38,210,47,1,20.0,3,118.0,1.0,420.25,0
1159.39,1,28,285,90,2,41.0,0,150.0,1.0,6499.53,3
170.24,1,37,148,49,1,62.0,2,133.0,1.0,5172.99,2
56.62,1,2,459,68,1,54.0,0,121.0,1.0,8981.1,3
53.14,1,19,416,61,0,34.0,0,70.0,1.0,7915.0,3
587.23,1,29,9,6,2,27.0,3,144.0,1.0,500.84,0
211.36,1,31,620,97,1,43.0,0,75.0,1.0,13784.4,3
21.27,0,16,371,69,2,62.0,2,114.0,1.0,7392.79,2
1397.59,0,2,115,19,0,26.0,3,144.0,1.0,1134.79,0
76.02,0,0,624,86,2,34.0,0,189.0,1.0,14765.41,3
170.19,0,20,249,76,1,27.0,3,156.0,5.0,4734.110000000001,0
155.51,1,33,7,80,0,68.0,0,15.0,1.0,5360.19,2
135.15,1,7,619,99,2,72.0,2,50.0,1.0,5878.14,2
39.48,1,29,420,16,0,56.0,2,38.0,1.0,5889.51,2
451.68,1,15,111,71,2,33.0,1,15.0,1.0,4381.54,0
19.11,0,7,529,6,2,45.0,1,160.0,1.0,8478.46,3
355.0,0,13,51,52,2,26.0,3,33.0,1.0,185.47,0
427.69,1,33,335,87,0,43.0,1,236.0,1.0,2443.54,1
254.86,1,4,287,12,1,23.0,3,102.0,1.0,699.9,0
19.48,1,9,654,1,0,27.0,1,114.0,1.0,4739.59,0
190.17,1,3,452,42,0,49.0,0,265.0,1.0,12893.85,1
91.38,1,17,591,12,0,45.0,2,179.0,1.0,2402.58,1
206.63,0,28,233,22,2,59.0,2,128.0,1.0,7626.53,2
93.22,1,5,138,29,2,52.0,2,52.0,1.0,1014.63,2
547.98,1,28,212,69,0,28.0,3,171.0,1.0,1358.54,0
641.06,1,7,56,98,0,23.0,3,25.0,1.0,1602.13,0
314.55,0,9,496,0,1,27.0,3,19.0,2.0,1105.89,0
836.45,1,41,94,42,2,61.0,2,63.0,1.0,1731.89,2
1095.09,1,37,193,75,0,29.0,1,52.0,1.0,8692.47,3
189.45,0,4,82,7,1,53.0,0,62.0,1.0,12578.75,3
91.84,0,23,283,22,1,67.0,2,80.0,1.0,1712.41,2
609.52,1,42,652,75,0,78.0,2,169.0,1.0,3485.03,2
859.3,0,7,66,65,1,78.0,2,68.0,1.0,1146.78,2
100.01,1,30,482,60,0,50.0,0,63.0,1.0,6393.12,2
28.78,0,40,40,95,2,40.0,0,51.0,1.0,680.55,0
111.08,1,6,476,63,2,70.0,0,83.0,1.0,7037.34,2
470.96,0,16,582,35,2,69.0,0,124.0,2.0,12991.03,3
52.23,0,37,86,15,1,28.0,3,96.0,1.0,105.01,0
78.62,1,28,504,83,1,32.0,0,52.0,1.0,1360.85,0
47.79,1,10,198,33,1,25.0,3,37.0,1.0,1649.92,0
333.97,1,14,295,10,1,52.0,0,45.0,1.0,5237.36,2
30.87,1,14,14,24,0,33.0,0,295.0,1.0,14348.65,1
710.43,1,36,383,6,2,67.0,2,115.0,1.0,5625.55,2
220.23,1,25,643,58,0,41.0,1,48.0,1.0,3438.02,0
27.28,1,1,81,69,0,29.0,0,96.0,1.0,10668.24,3
101.52,1,40,1,85,0,49.0,1,98.0,1.0,2018.9,2
162.65,1,27,165,87,0,59.0,1,147.0,1.0,9500.95,3
10.52,1,18,135,18,0,55.0,2,30.0,1.0,2472.99,2
270.72,1,20,147,26,1,38.0,0,37.0,1.0,6522.47,3
202.34,1,27,22,48,2,20.0,3,134.0,1.0,4734.110000000001,0
247.58,1,35,110,67,0,39.0,1,152.0,1.0,778.74,0
686.17,1,10,101,29,0,61.0,2,112.0,1.0,2246.15,2
359.65,0,17,131,84,2,25.0,3,289.0,1.0,219.53,1
109.91,1,39,500,73,1,38.0,0,90.0,1.0,12896.06,3
215.72,0,8,662,31,1,30.0,1,137.0,1.0,8697.11,3
490.76,1,8,188,47,2,66.0,2,156.0,1.0,6414.11,2
224.28,1,6,305,67,2,64.0,2,68.0,1.0,5767.51,2
614.03,1,9,673,85,0,68.0,2,51.0,1.0,4734.110000000001,2
608.79,1,13,384,14,2,55.0,1,157.0,1.0,2991.17,2
186.55,1,30,48,2,1,48.0,1,288.0,1.0,4734.110000000001,1
840.16,0,7,672,13,1,20.0,3,68.0,1.0,1236.76,0
203.34,1,31,56,60,0,60.0,0,66.0,1.0,13586.99,3
90.88,1,7,84,70,0,26.0,1,284.0,1.0,7117.35,1
60.11,0,0,616,66,1,61.0,2,122.0,1.0,7235.87,2
393.92,1,22,487,60,1,72.0,2,47.0,1.0,7318.64,2
19.39,1,7,285,61,0,43.0,0,45.0,1.0,9847.6,3
557.41,0,42,176,86,2,80.0,2,49.0,1.0,2968.75,2
57.07,0,4,244,26,2,31.0,0,99.0,1.0,9323.71,3
395.27,0,24,44,84,2,18.0,3,167.0,1.0,1764.08,0
289.05,1,27,476,87,0,75.0,2,116.0,1.0,5683.49,2
46.11,1,37,180,47,2,33.0,0,233.0,1.0,5225.73,1
335.5,1,34,314,2,0,63.0,2,47.0,1.0,6445.4,2
388.07,1,39,407,66,2,24.0,3,68.0,1.0,289.71,0
520.86,0,34,299,16,2,51.0,1,66.0,1.0,9200.74,3
787.41,1,22,339,80,2,25.0,3,39.0,1.0,300.87,0
31.7,0,33,578,73,0,48.0,0,121.0,1.0,743.9,2
22.3,1,30,34,29,0,21.0,3,90.0,1.0,1200.35,0
203.12,1,38,3,77,0,56.0,2,181.0,1.0,1562.39,1
315.94,0,33,605,23,1,49.0,0,172.0,1.0,7719.71,1
192.23,1,0,115,57,2,54.0,1,39.0,3.0,2610.67,2
1510.71,1,28,104,59,2,66.0,2,51.0,1.0,2060.02,2
0.26,1,28,233,89,2,20.0,3,173.0,1.0,1833.67,0
210.77,1,23,8,93,0,71.0,2,161.0,1.0,5396.65,2
406.65,1,23,12,61,0,57.0,0,107.0,1.0,12995.7,3
422.9,1,40,231,26,0,40.0,1,111.0,1.0,7616.43,3
20.62,0,30,607,13,0,35.0,0,225.0,1.0,12500.8,1
174.39,1,37,77,14,0,19.0,3,36.0,1.0,1127.08,0
7.86,0,34,64,52,1,76.0,2,91.0,1.0,3621.98,2
211.36,1,10,361,37,2,49.0,1,44.0,1.0,5212.28,2
54.85,0,37,279,70,1,58.0,2,40.0,1.0,2727.45,2
204.7,1,28,347,31,1,49.0,0,95.0,5.0,5117.03,2
16.55,1,40,461,8,1,26.0,1,159.0,1.0,6089.79,0
91.32,1,25,341,55,1,58.0,1,77.0,1.0,2618.1,2
195.49,1,22,456,15,0,31.0,0,112.0,1.0,11988.12,3
49.62,1,32,79,54,0,55.0,1,111.0,1.0,3841.42,2
487.16,0,20,349,76,1,28.0,3,84.0,1.0,321.21,0
405.6,1,40,623,30,2,37.0,1,44.0,1.0,9754.73,3
512.95,1,8,323,65,1,57.0,1,143.0,1.0,9584.52,3
345.94,1,32,342,99,0,31.0,0,163.0,1.0,7624.56,3
356.56,1,27,384,99,2,47.0,1,52.0,1.0,2485.73,2
10.31,1,21,71,53,2,36.0,1,280.0,1.0,2137.9,1
211.69,1,1,654,65,1,30.0,0,111.0,1.0,6412.85,0
221.49,0,28,198,51,1,23.0,3,196.0,1.0,707.25,0
278.23,1,14,513,18,2,48.0,1,83.0,1.0,8300.54,3
116.88,1,22,23,25,0,45.0,0,263.0,1.0,7717.34,1
328.77,0,36,131,32,2,39.0,0,247.0,1.0,6967.03,1
77.53,1,21,505,51,1,54.0,2,55.0,1.0,5158.6,2
421.74,1,38,327,13,2,67.0,0,103.0,1.0,12031.14,3
313.69,1,28,206,33,1,73.0,2,152.0,1.0,7093.68,2
411.72,1,42,102,13,1,29.0,0,153.0,1.0,8539.86,3
508.73,1,6,305,70,1,59.0,2,89.0,1.0,7640.57,2
153.08,1,29,617,56,0,24.0,3,201.0,1.0,1292.21,0
23.01,1,19,351,89,1,63.0,2,166.0,1.0,5958.75,2
69.28,1,20,364,69,2,25.0,3,129.0,1.0,708.74,0
51.25,0,2,111,43,1,28.0,3,66.0,1.0,1744.4,0
407.65,1,10,12,94,0,25.0,3,263.0,1.0,273.78,0
459.25,1,40,242,42,1,25.0,3,59.0,1.0,130.76,0
301.56,1,39,13,10,1,49.0,0,118.0,1.0,10389.6,3
17.67,1,36,401,60,2,63.0,0,91.0,1.0,1048.18,2
5.29,0,37,119,7,2,32.0,0,132.0,1.0,12896.68,3
401.37,1,20,389,30,1,43.0,1,251.0,1.0,8208.54,1
145.4,1,40,68,43,2,38.0,1,24.0,1.0,5244.49,3
556.34,1,39,362,30,2,37.0,0,46.0,1.0,11935.14,3
34.31,1,30,341,93,0,24.0,3,251.0,1.0,1484.76,0
780.59,0,40,436,57,2,23.0,3,145.0,1.0,6513.34,0
282.65,1,13,606,11,0,35.0,0,161.0,1.0,13801.15,3
305.27,1,19,637,58,2,68.0,0,147.0,1.0,12958.65,3
185.81,1,2,676,32,2,32.0,0,116.0,1.0,9588.71,3
66.01,1,25,306,41,2,49.0,3,179.0,1.0,3475.99,1
447.95,1,40,427,1,1,29.0,1,75.0,1.0,7544.4,3
279.3,1,28,654,78,0,19.0,3,48.0,1.0,1193.61,0
211.36,1,16,520,95,2,33.0,0,27.0,1.0,12063.77,3
611.15,1,11,43,8,0,27.0,3,121.0,1.0,892.83,0
275.2,1,27,120,57,2,54.0,1,81.0,1.0,1230.12,2
427.79,1,38,17,15,1,18.0,3,189.0,1.0,1479.67,0
469.13,0,35,484,8,0,54.0,0,139.0,1.0,1265.28,2
102.81,1,39,75,73,1,76.0,2,47.0,1.0,3228.87,2
22.61,1,39,249,98,2,19.0,3,145.0,1.0,1111.67,0
68.28,1,4,629,99,2,56.0,1,293.0,1.0,3213.16,1
33.65,0,27,454,66,2,63.0,0,146.0,1.0,12719.93,3
362.68,0,24,272,13,0,63.0,2,137.0,1.0,2040.77,2
73.23,1,37,126,89,1,20.0,3,172.0,1.0,1309.85,0
654.49,0,2,365,59,2,25.0,3,104.0,1.0,164.61,0
18.56,0,22,184,93,1,49.0,1,161.0,1.0,4230.37,1
389.05,1,9,364,74,0,27.0,3,41.0,1.0,761.0,0
7.38,1,15,10,75,2,67.0,2,112.0,1.0,2923.83,2
109.48,1,3,120,7,2,45.0,2,93.0,1.0,7372.47,3
66.91,1,39,492,46,0,39.0,0,85.0,1.0,871.1,0
335.48,1,28,206,39,1,45.0,1,155.0,1.0,3023.16,1
38.14,1,0,555,25,2,19.0,3,174.0,1.0,1119.21,0
1076.98,1,11,458,89,1,60.0,0,173.0,1.0,11833.73,3
360.02,1,9,71,3,2,68.0,2,68.0,1.0,6400.59,2
567.71,1,22,587,85,2,63.0,0,80.0,1.0,13884.24,3
218.19,1,2,606,77,0,19.0,3,185.0,1.0,620.83,0
209.99,1,10,366,13,0,19.0,3,40.0,1.0,1938.01,0
11.02,1,40,309,7,1,19.0,3,280.0,1.0,964.79,0
83.43,1,27,607,11,2,56.0,2,109.0,1.0,1870.16,2
344.97,1,2,257,49,2,34.0,0,106.0,1.0,5577.94,0
172.29,1,12,458,33,0,36.0,1,283.0,1.0,8700.8,1
195.54,1,29,142,38,2,60.0,2,255.0,1.0,2794.66,1
101.23,1,7,676,14,2,45.0,1,87.0,1.0,6169.71,3
180.46,1,14,441,0,0,25.0,3,34.0,1.0,831.75,0
692.55,1,5,560,57,1,53.0,2,109.0,1.0,2451.56,2
147.31,0,23,58,4,2,34.0,0,92.0,1.0,13625.52,3
107.48,1,20,604,57,1,20.0,3,103.0,1.0,1379.39,0
1831.02,0,8,240,11,2,62.0,0,83.0,1.0,11498.01,3
81.51,1,42,78,58,1,25.0,3,97.0,1.0,865.49,0
365.48,0,39,300,81,2,76.0,2,216.0,1.0,7147.4,1
491.1,0,15,393,66,2,35.0,1,125.0,1.0,7833.85,3
452.8,1,20,510,33,1,80.0,2,151.0,1.0,4840.67,2
645.04,1,22,498,13,1,70.0,2,78.0,1.0,7361.47,2
169.28,1,30,221,25,1,45.0,0,114.0,1.0,5128.44,2
88.42,1,12,428,95,0,62.0,0,91.0,1.0,12381.45,3
155.53,1,3,490,40,0,29.0,1,66.0,1.0,4008.05,0
991.82,1,25,479,41,2,43.0,1,300.0,1.0,3493.13,1
39.24,1,9,160,94,0,77.0,2,106.0,1.0,6462.41,2
152.01,1,13,392,94,0,42.0,1,111.0,3.0,4625.12,2
78.77,0,19,292,84,0,48.0,1,50.0,1.0,6470.57,3
26.5,1,16,171,62,2,48.0,1,179.0,1.0,4854.83,1
83.62,1,33,537,68,0,48.0,0,146.0,1.0,12652.22,3
142.78,1,36,482,20,1,68.0,0,150.0,1.0,11705.88,3
55.99,1,12,508,36,0,35.0,0,95.0,1.0,932.61,0
774.48,1,21,227,12,1,61.0,0,31.0,1.0,11613.58,3
105.37,1,34,315,42,0,25.0,3,160.0,1.0,1068.55,0
118.83,1,41,310,38,2,28.0,3,295.0,1.0,1616.3,1
46.22,1,38,618,48,1,23.0,3,217.0,1.0,471.28,0
659.71,0,38,93,51,1,21.0,3,148.0,1.0,106.86,0
377.97,1,24,190,27,2,72.0,2,160.0,1.0,2457.1,2
114.1,1,4,267,23,1,69.0,2,148.0,1.0,5882.12,2
11.3,0,21,511,43,2,55.0,2,41.0,1.0,1938.99,2
95.5,1,29,350,30,2,57.0,2,17.0,1.0,4079.09,2
130.93,0,15,402,60,1,28.0,1,149.0,1.0,860.12,0
272.97,1,4,618,32,2,68.0,2,174.0,1.0,7811.31,1
73.35,1,37,328,92,1,24.0,3,47.0,1.0,1181.84,0
29.94,1,37,259,62,0,58.0,0,243.0,1.0,10915.54,1
307.24,1,38,567,95,0,19.0,3,136.0,2.0,1670.72,0
50.52,1,4,362,28,2,20.0,3,140.0,1.0,1121.19,0
820.46,0,13,181,40,2,53.0,1,243.0,1.0,5621.86,1
153.07,1,11,486,33,0,56.0,1,116.0,1.0,8873.43,3
52.94,1,40,157,51,1,41.0,0,146.0,1.0,6990.92,3
384.41,1,17,281,92,0,60.0,1,65.0,1.0,7831.56,2
235.42,1,31,409,59,1,51.0,2,175.0,1.0,6173.23,1
114.23,1,9,207,88,0,56.0,0,64.0,1.0,9523.72,3
12.62,1,12,459,67,1,33.0,0,61.0,1.0,6420.47,3
997.37,1,13,609,52,0,23.0,3,145.0,1.0,1146.09,0
373.52,1,7,653,25,0,35.0,1,235.0,1.0,6430.41,1
336.05,1,35,43,18,1,28.0,3,164.0,1.0,1635.05,0
366.93,1,15,677,77,2,66.0,2,33.0,1.0,6697.79,2
112.27,1,39,670,6,1,58.0,0,102.0,1.0,7369.89,2
494.96,1,34,309,66,0,40.0,1,132.0,1.0,6903.68,3
561.58,1,34,223,21,2,65.0,0,23.0,1.0,11748.86,3
440.94,1,35,131,7,2,42.0,0,148.0,1.0,7303.23,3
71.9,1,20,536,12,1,29.0,0,51.0,1.0,10619.35,3
256.66,0,33,362,44,2,54.0,2,137.0,1.0,1794.5,2
166.55,0,15,371,64,1,59.0,0,99.0,1.0,12970.21,3
276.26,1,21,297,23,1,56.0,0,143.0,1.0,120.89,2
35.46,1,16,654,72,0,67.0,0,164.0,1.0,5692.31,2
38.14,1,32,15,71,1,50.0,1,165.0,1.0,9879.87,3
506.26,0,3,650,13,0,64.0,2,86.0,1.0,6266.65,2
736.32,1,16,486,53,2,31.0,0,28.0,1.0,14268.95,3
389.43,0,2,469,4,0,52.0,1,151.0,1.0,6449.83,1
25.58,1,29,82,47,0,60.0,1,166.0,1.0,6741.41,1
446.1,1,39,429,67,0,25.0,3,243.0,1.0,1008.44,0
147.74,1,33,63,33,1,23.0,3,15.0,1.0,1711.78,0
1228.81,1,37,366,33,0,26.0,3,254.0,1.0,1821.0,0
46.23,1,14,338,14,2,77.0,2,282.0,1.0,5107.75,1
265.37,1,42,613,12,1,33.0,1,77.0,1.0,5229.95,0
342.57,1,4,333,99,2,20.0,3,91.0,1.0,339.16,0
417.26,0,27,179,48,2,32.0,0,45.0,1.0,10442.48,3
33.63,1,8,539,23,2,63.0,2,76.0,1.0,4324.4,2
64.58,1,12,627,55,1,55.0,2,173.0,1.0,6292.29,1
23.23,0,24,556,63,1,21.0,3,122.0,1.0,269.01,0
211.36,0,17,248,33,0,78.0,2,112.0,1.0,4734.110000000001,2
278.88,1,18,338,0,1,64.0,0,179.0,2.0,1334.09,2
285.49,0,5,481,70,1,53.0,0,109.0,1.0,6366.84,2
71.87,1,26,38,56,0,22.0,3,258.0,1.0,1839.1,0
308.8,1,3,250,17,0,53.0,2,41.0,1.0,3966.54,2
135.35,1,15,213,97,1,45.0,1,82.0,1.0,9983.36,3
288.43,1,31,134,74,1,66.0,2,72.0,1.0,4577.09,2
147.46,0,0,365,70,2,65.0,0,205.0,1.0,7458.03,1
214.15,1,13,514,63,1,32.0,1,217.0,1.0,6397.29,1
71.34,1,24,250,20,2,49.0,1,144.0,3.0,6345.03,1
170.36,1,16,219,90,0,30.0,0,118.0,1.0,6034.73,0
965.66,1,33,238,8,0,53.0,1,32.0,1.0,765.81,2
736.53,1,30,531,64,0,55.0,1,120.0,1.0,9826.26,3
213.42,1,8,519,51,0,45.0,1,17.0,1.0,3736.38,2
94.09,1,24,414,41,1,27.0,3,203.0,1.0,646.85,0
91.23,1,4,180,2,0,72.0,2,86.0,1.0,6385.12,2
263.92,0,36,551,73,1,57.0,2,233.0,1.0,4161.71,1
77.5,0,13,321,60,2,51.0,0,201.0,1.0,11079.77,1
3.65,1,24,113,97,2,69.0,0,146.0,1.0,10017.11,2
43.88,0,39,337,37,2,26.0,3,251.0,1.0,1644.09,0
211.36,1,12,543,68,0,28.0,3,132.0,1.0,387.65,0
224.79,1,4,203,62,2,18.0,3,129.0,1.0,528.38,0
64.3,1,21,83,14,0,55.0,2,67.0,1.0,7530.3,3
111.79,1,17,513,55,2,62.0,0,49.0,1.0,10887.59,3
927.16,1,37,370,12,0,59.0,2,153.0,1.0,7104.61,2
613.7,0,13,650,54,1,61.0,2,37.0,1.0,7307.11,2
26.07,1,3,535,60,1,20.0,3,19.0,3.0,349.98,0
170.45,1,37,543,25,1,60.0,1,199.0,1.0,2284.41,1
344.27,1,35,168,30,1,22.0,3,123.0,1.0,1918.36,0
872.72,1,42,542,32,2,22.0,3,288.0,1.0,503.01,0
292.95,1,22,441,54,1,37.0,1,56.0,1.0,1216.91,0
28.44,1,14,172,46,0,18.0,3,243.0,1.0,1071.04,0
209.02,1,12,581,7,0,21.0,3,74.0,1.0,187.9,0
20.05,1,6,284,17,0,72.0,2,171.0,1.0,7145.67,2
175.02,1,31,591,91,2,28.0,3,71.0,1.0,1493.88,0
89.5,0,21,13,19,1,41.0,1,134.0,1.0,8658.95,3
69.96,1,3,382,59,1,28.0,3,31.0,1.0,164.12,0
146.51,1,0,558,96,0,53.0,1,112.0,1.0,7089.9,2
376.78,0,26,584,60,2,21.0,3,88.0,1.0,841.65,0
148.54,0,8,153,47,1,71.0,2,107.0,1.0,5677.05,2
388.77,0,17,209,64,2,26.0,3,30.0,1.0,1658.49,0
100.38,1,39,531,59,1,63.0,0,49.0,1.0,10171.68,3
137.23,1,14,202,83,1,64.0,0,63.0,1.0,13847.99,3
870.3,1,38,195,2,0,51.0,2,229.0,1.0,3688.98,1
458.94,1,11,73,75,1,52.0,1,180.0,1.0,5619.95,1
327.35,0,22,514,58,1,20.0,3,175.0,1.0,342.08,0
757.15,1,33,448,84,2,53.0,1,38.0,1.0,4702.86,2
5.64,1,4,671,63,2,45.0,0,47.0,1.0,12703.24,3
47.23,0,22,30,33,2,73.0,2,160.0,1.0,6659.81,2
239.41,0,13,673,63,2,42.0,0,248.0,1.0,7860.65,1
7.48,1,35,578,24,0,55.0,1,29.0,1.0,4734.110000000001,2
170.97,1,26,253,43,1,26.0,3,292.0,1.0,1265.27,1
262.43,0,36,353,45,2,37.0,0,274.0,5.0,12841.01,1
659.15,1,4,197,13,0,22.0,3,204.0,1.0,1241.59,0
31.53,1,18,316,94,2,25.0,3,283.0,1.0,874.93,1
111.66,0,13,369,67,2,48.0,1,140.0,1.0,5716.72,1
250.01,1,18,186,56,0,62.0,2,88.0,1.0,1541.48,2
554.15,1,33,85,65,0,49.0,0,108.0,1.0,14817.22,3
598.66,1,5,305,31,1,32.0,1,222.0,1.0,2587.11,1
28.38,1,34,680,82,1,55.0,0,98.0,1.0,173.7,2
16.8,1,36,411,20,0,49.0,0,94.0,1.0,11847.07,3
896.79,1,9,565,86,2,33.0,0,168.0,1.0,11146.74,3
159.0,1,19,528,58,0,49.0,1,38.0,1.0,369.79,2
56.31,0,15,37,41,2,75.0,2,195.0,1.0,6396.08,1
203.99,1,30,6,72,2,52.0,2,215.0,1.0,4840.31,1
50.99,1,11,211,2,1,29.0,0,76.0,1.0,1334.6,0
101.28,0,6,489,22,2,32.0,1,75.0,1.0,2774.35,0
299.92,1,10,192,6,0,27.0,3,122.0,1.0,1368.0,0
77.54,1,31,340,94,2,67.0,2,73.0,1.0,4536.38,2
18.35,1,26,665,34,1,21.0,3,78.0,1.0,1293.39,0
732.53,0,38,657,65,0,26.0,3,116.0,1.0,441.54,0
65.11,1,26,199,25,0,34.0,1,150.0,1.0,8485.14,3
67.07,0,20,37,47,0,24.0,3,56.0,1.0,999.62,0
137.48,1,39,201,57,1,55.0,0,47.0,1.0,14273.42,3
398.36,1,8,21,5,0,22.0,3,56.0,1.0,1863.7,0
469.46,1,27,450,67,0,20.0,3,149.0,1.0,8640.56,3
37.58,1,16,46,50,0,57.0,0,182.0,1.0,259.44,2
160.24,1,42,363,18,0,31.0,1,15.0,1.0,5526.97,0
315.39,0,27,65,7,1,23.0,3,93.0,1.0,929.6,0
434.17,1,1,232,9,0,21.0,3,148.0,5.0,5335.44,0
165.91,1,17,557,83,0,26.0,3,84.0,1.0,587.12,0
211.36,1,37,38,19,1,47.0,1,194.0,1.0,4760.34,1
241.45,1,32,420,25,2,26.0,3,158.0,1.0,1594.04,0
23.24,1,16,552,53,1,68.0,0,129.0,1.0,13777.79,3
70.88,0,29,304,86,1,74.0,2,176.0,1.0,1794.65,2
1143.67,1,1,55,47,2,66.0,2,111.0,1.0,7677.76,2
314.52,1,22,349,56,0,80.0,2,229.0,1.0,7071.32,1
181.81,0,2,394,25,2,78.0,2,122.0,1.0,7525.73,2
