TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
168.11,2023-05-19 16:44:53,0,27,2,51.0,0,12.0,1.0,10652.13,2024-11-04 08:06:59,3
430.98,2023-10-10 18:14:12,1,3,1,24.0,3,93.0,1.0,569.25,2024-11-04 08:11:00,0
13.87,2023-12-11 18:32:40,1,31,1,24.0,3,20.0,1.0,954.83,2024-11-04 08:07:47,0
642.68,2023-05-25 16:45:31,1,17,0,76.0,2,66.0,1.0,1831.2,2024-11-04 08:10:37,2
175.07,2023-11-23 16:59:11,1,19,2,28.0,1,169.0,2.0,9274.64,2024-11-04 08:12:07,3
302.82,2023-11-03 16:50:20,1,17,0,36.0,1,175.0,1.0,9384.54,2024-11-04 08:07:31,3
1647.74,2023-12-25 17:41:30,1,13,0,67.0,2,52.0,1.0,1483.84,2024-11-04 08:09:29,2
406.81,2023-12-05 16:32:49,1,27,2,66.0,2,84.0,1.0,1968.36,2024-11-04 08:08:46,2
256.3,2023-04-05 16:21:59,1,27,2,53.0,2,172.0,1.0,4203.05,2024-11-04 08:06:23,1
80.96,2023-09-27 17:47:10,0,17,2,19.0,3,97.0,1.0,959.94,2024-11-04 08:06:25,0
95.78,2023-03-23 17:09:53,1,1,2,22.0,3,27.0,1.0,271.64,2024-11-04 08:09:16,0
379.54,2023-01-03 17:14:14,0,16,1,41.0,0,118.0,1.0,12571.76,2024-11-04 08:06:23,3
903.19,2023-07-06 17:52:32,1,12,2,22.0,3,65.0,1.0,8627.08,2024-11-04 08:06:37,3
142.19,2023-06-15 18:28:50,1,15,1,18.0,3,27.0,4.0,524.46,2024-11-04 08:09:44,0
847.45,2023-06-19 16:24:14,1,17,1,28.0,3,175.0,1.0,422.32,2024-11-04 08:09:30,0
295.18,2023-05-09 17:54:39,0,9,1,66.0,0,31.0,1.0,12961.53,2024-11-04 08:07:53,3
18.46,2023-11-20 16:29:14,1,5,1,68.0,2,213.0,1.0,6381.6,2024-11-04 08:10:17,1
603.23,2023-08-24 17:34:13,1,11,1,28.0,3,48.0,1.0,117.98,2024-11-04 08:08:18,0
54.5,2023-11-22 16:59:09,0,30,1,57.0,2,147.0,1.0,1715.22,2024-11-04 08:08:27,2
414.77,2024-01-01 17:37:04,1,37,2,29.0,0,274.0,1.0,5599.81,2024-11-04 08:08:05,1
886.19,2023-08-21 17:32:04,1,7,1,61.0,2,69.0,1.0,7904.24,2024-11-04 08:08:29,2
440.03,2023-11-29 16:11:50,1,38,2,49.0,1,88.0,1.0,1490.44,2024-11-04 08:10:19,2
211.36,2023-03-23 16:16:29,1,26,0,56.0,2,285.0,1.0,1532.72,2024-11-04 08:07:26,1
76.39,2023-01-13 17:19:33,1,10,1,18.0,3,219.0,1.0,5976.0,2024-11-04 08:10:09,0
595.91,2023-08-10 18:39:04,0,35,0,19.0,3,162.0,1.0,1673.76,2024-11-04 08:10:21,0
6.03,2023-08-09 18:42:25,1,6,1,76.0,2,70.0,1.0,3290.72,2024-11-04 08:09:27,2
249.34,2023-08-15 17:21:47,1,5,0,26.0,1,197.0,1.0,3030.97,2024-11-04 08:07:57,0
421.52,2023-08-15 17:35:08,1,38,1,20.0,3,67.0,1.0,369.86,2024-11-04 08:10:21,0
189.77,2023-02-27 16:08:40,1,33,1,58.0,1,24.0,1.0,6570.36,2024-11-04 08:11:28,2
73.19,2023-10-18 16:20:15,1,1,1,76.0,2,213.0,1.0,2264.98,2024-11-04 08:10:26,2
188.13,2023-06-02 18:12:29,0,17,2,75.0,2,198.0,1.0,5029.87,2024-11-04 08:10:08,2
30.52,2023-05-19 17:19:00,1,17,1,62.0,0,122.0,1.0,12327.74,2024-11-04 08:07:18,3
1235.69,2023-05-24 16:14:34,0,38,1,20.0,3,118.0,1.0,420.25,2024-11-04 08:09:22,0
1159.39,2023-10-12 16:29:49,1,28,2,41.0,0,150.0,1.0,6499.53,2024-11-04 08:06:27,3
170.24,2023-06-05 16:24:12,1,37,1,62.0,2,133.0,1.0,5172.99,2024-11-04 08:08:04,2
56.62,2023-02-27 17:59:36,1,2,1,54.0,0,121.0,1.0,8981.1,2024-11-04 08:08:45,3
53.14,2023-04-21 17:19:56,1,19,0,34.0,0,70.0,1.0,7915.0,2024-11-04 08:07:15,3
587.23,2023-07-31 17:54:28,1,29,2,27.0,3,144.0,1.0,500.84,2024-11-04 08:09:21,0
211.36,2023-01-06 17:52:11,1,31,1,43.0,0,75.0,1.0,13784.4,2024-11-04 08:06:59,3
21.27,2023-07-24 17:01:19,0,16,2,62.0,2,114.0,1.0,7392.79,2024-11-04 08:09:54,2
1397.59,2023-11-13 17:28:12,0,2,0,26.0,3,144.0,1.0,1134.79,2024-11-04 08:06:38,0
76.02,2023-07-12 16:58:17,0,0,2,34.0,0,189.0,1.0,14765.41,2024-11-04 08:11:51,3
170.19,2023-07-07 17:40:58,0,20,1,27.0,3,156.0,5.0,4734.110000000001,2024-11-04 08:12:16,0
155.51,2023-08-21 18:51:06,1,33,0,68.0,0,15.0,1.0,5360.19,2024-11-04 08:08:23,2
135.15,2023-03-20 17:13:09,1,7,2,72.0,2,50.0,1.0,5878.14,2024-11-04 08:10:37,2
39.48,2023-05-26 16:47:51,1,29,0,56.0,2,38.0,1.0,5889.51,2024-11-04 08:11:50,2
451.68,2023-04-18 18:55:32,1,15,2,33.0,1,15.0,1.0,4381.54,2024-11-04 08:09:51,0
19.11,2023-09-18 16:31:03,0,7,2,45.0,1,160.0,1.0,8478.46,2024-11-04 08:11:45,3
355.0,2023-08-29 16:50:17,0,13,2,26.0,3,33.0,1.0,185.47,2024-11-04 08:10:34,0
427.69,2023-03-28 16:02:03,1,33,0,43.0,1,236.0,1.0,2443.54,2024-11-04 08:11:53,1
254.86,2023-01-26 17:21:46,1,4,1,23.0,3,102.0,1.0,699.9,2024-11-04 08:11:39,0
19.48,2023-07-10 16:01:03,1,9,0,27.0,1,114.0,1.0,4739.59,,0
190.17,2023-06-09 17:41:13,1,3,0,49.0,0,265.0,1.0,12893.85,2024-11-04 08:08:48,1
91.38,2023-04-03 16:41:47,1,17,0,45.0,2,179.0,1.0,2402.58,2024-11-04 08:06:39,1
206.63,2023-12-07 16:11:01,0,28,2,59.0,2,128.0,1.0,7626.53,2024-11-04 08:10:42,2
93.22,2023-04-07 17:11:35,1,5,2,52.0,2,52.0,1.0,1014.63,2024-11-04 08:09:41,2
547.98,2023-10-24 17:04:59,1,28,0,28.0,3,171.0,1.0,1358.54,,0
641.06,2023-12-11 16:09:08,1,7,0,23.0,3,25.0,1.0,1602.13,2024-11-04 08:07:21,0
314.55,2023-04-25 17:15:27,0,9,1,27.0,3,19.0,2.0,1105.89,2024-11-04 08:07:16,0
836.45,2023-02-27 16:02:00,1,41,2,61.0,2,63.0,1.0,1731.89,2024-11-04 08:12:12,2
1095.09,2023-04-17 17:27:15,1,37,0,29.0,1,52.0,1.0,8692.47,2024-11-04 08:11:57,3
189.45,2023-03-21 17:12:03,0,4,1,53.0,0,62.0,1.0,12578.75,2024-11-04 08:09:31,3
91.84,2023-07-05 17:21:56,0,23,1,67.0,2,80.0,1.0,1712.41,2024-11-04 08:08:32,2
609.52,2023-07-28 16:03:27,1,42,0,78.0,2,169.0,1.0,3485.03,2024-11-04 08:08:19,2
859.3,2023-08-01 17:18:04,0,7,1,78.0,2,68.0,1.0,1146.78,2024-11-04 08:06:56,2
100.01,2023-06-29 16:06:51,1,30,0,50.0,0,63.0,1.0,6393.12,2024-11-04 08:09:27,2
28.78,2023-08-07 16:08:04,0,40,2,40.0,0,51.0,1.0,680.55,2024-11-04 08:11:39,0
111.08,2023-05-15 17:46:13,1,6,2,70.0,0,83.0,1.0,7037.34,2024-11-04 08:10:59,2
470.96,2023-03-10 16:22:05,0,16,2,69.0,0,124.0,2.0,12991.03,2024-11-04 08:11:10,3
52.23,2023-09-11 18:08:19,0,37,1,28.0,3,96.0,1.0,105.01,2024-11-04 08:08:11,0
78.62,2023-07-31 16:46:29,1,28,1,32.0,0,52.0,1.0,1360.85,2024-11-04 08:08:12,0
47.79,2023-09-15 17:00:20,1,10,1,25.0,3,37.0,1.0,1649.92,2024-11-04 08:11:55,0
333.97,2023-03-22 16:18:37,1,14,1,52.0,0,45.0,1.0,5237.36,2024-11-04 08:11:48,2
30.87,2023-07-12 16:50:42,1,14,0,33.0,0,295.0,1.0,14348.65,2024-11-04 08:10:43,1
710.43,2023-03-08 17:07:21,1,36,2,67.0,2,115.0,1.0,5625.55,2024-11-04 08:08:42,2
220.23,2023-09-18 18:35:23,1,25,0,41.0,1,48.0,1.0,3438.02,2024-11-04 08:06:33,0
27.28,2023-12-25 16:30:45,1,1,0,29.0,0,96.0,1.0,10668.24,2024-11-04 08:09:42,3
101.52,2023-08-09 16:22:25,1,40,0,49.0,1,98.0,1.0,2018.9,2024-11-04 08:08:38,2
162.65,2023-05-11 17:15:10,1,27,0,59.0,1,147.0,1.0,9500.95,2024-11-04 08:11:20,3
10.52,2023-07-19 17:38:50,1,18,0,55.0,2,30.0,1.0,2472.99,2024-11-04 08:11:06,2
270.72,2023-03-27 17:25:32,1,20,1,38.0,0,37.0,1.0,6522.47,2024-11-04 08:12:10,3
202.34,2023-01-10 16:32:06,1,27,2,20.0,3,134.0,1.0,4734.110000000001,2024-11-04 08:11:25,0
247.58,2023-05-29 18:40:32,1,35,0,39.0,1,152.0,1.0,778.74,2024-11-04 08:07:18,0
686.17,2023-10-03 17:27:25,1,10,0,61.0,2,112.0,1.0,2246.15,2024-11-04 08:07:37,2
359.65,2023-01-12 17:58:56,0,17,2,25.0,3,289.0,1.0,219.53,2024-11-04 08:09:04,1
109.91,2023-05-01 16:23:22,1,39,1,38.0,0,90.0,1.0,12896.06,2024-11-04 08:10:57,3
215.72,2023-10-11 18:04:39,0,8,1,30.0,1,137.0,1.0,8697.11,2024-11-04 08:11:54,3
490.76,,1,8,2,66.0,2,156.0,1.0,6414.11,2024-11-04 08:09:44,2
224.28,2023-02-15 16:50:13,1,6,2,64.0,2,68.0,1.0,5767.51,2024-11-04 08:10:52,2
614.03,2023-05-08 16:37:14,1,9,0,68.0,2,51.0,1.0,4734.110000000001,2024-11-04 08:08:12,2
608.79,2023-11-03 18:37:18,1,13,2,55.0,1,157.0,1.0,2991.17,2024-11-04 08:12:18,2
186.55,2023-06-21 16:49:10,1,30,1,48.0,1,288.0,1.0,4734.110000000001,2024-11-04 08:07:18,1
840.16,2023-03-20 16:35:53,0,7,1,20.0,3,68.0,1.0,1236.76,2024-11-04 08:12:12,0
203.34,2023-12-20 17:13:50,1,31,0,60.0,0,66.0,1.0,13586.99,2024-11-04 08:09:43,3
90.88,2023-11-20 17:08:33,1,7,0,26.0,1,284.0,1.0,7117.35,2024-11-04 08:10:50,1
60.11,2023-11-27 17:39:39,0,0,1,61.0,2,122.0,1.0,7235.87,2024-11-04 08:08:09,2
393.92,2023-05-16 16:57:35,1,22,1,72.0,2,47.0,1.0,7318.64,2024-11-04 08:12:07,2
19.39,2023-11-17 16:39:20,1,7,0,43.0,0,45.0,1.0,9847.6,2024-11-04 08:11:24,3
557.41,2023-04-14 16:52:23,0,42,2,80.0,2,49.0,1.0,2968.75,2024-11-04 08:09:54,2
57.07,2023-08-25 16:30:02,0,4,2,31.0,0,99.0,1.0,9323.71,2024-11-04 08:11:35,3
395.27,2023-08-07 16:38:52,0,24,2,18.0,3,167.0,1.0,1764.08,2024-11-04 08:08:21,0
289.05,2023-06-09 17:58:00,1,27,0,75.0,2,116.0,1.0,5683.49,2024-11-04 08:11:58,2
46.11,2023-03-27 17:07:20,1,37,2,33.0,0,233.0,1.0,5225.73,2024-11-04 08:10:44,1
335.5,2023-08-14 16:01:02,1,34,0,63.0,2,47.0,1.0,6445.4,2024-11-04 08:12:23,2
388.07,2023-09-05 17:34:08,1,39,2,24.0,3,68.0,1.0,289.71,2024-11-04 08:10:37,0
520.86,2023-03-20 16:29:02,0,34,2,51.0,1,66.0,1.0,9200.74,2024-11-04 08:08:47,3
787.41,2023-06-19 16:22:28,1,22,2,25.0,3,39.0,1.0,300.87,2024-11-04 08:06:44,0
31.7,2023-06-01 16:56:33,0,33,0,48.0,0,121.0,1.0,743.9,2024-11-04 08:08:02,2
22.3,2023-05-01 16:57:17,1,30,0,21.0,3,90.0,1.0,1200.35,2024-11-04 08:12:18,0
203.12,2023-01-18 16:59:48,1,38,0,56.0,2,181.0,1.0,1562.39,2024-11-04 08:09:15,1
315.94,2023-02-27 17:06:57,0,33,1,49.0,0,172.0,1.0,7719.71,2024-11-04 08:12:09,1
192.23,2023-12-28 16:34:52,1,0,2,54.0,1,39.0,3.0,2610.67,2024-11-04 08:06:41,2
1510.71,2023-06-15 16:48:29,1,28,2,66.0,2,51.0,1.0,2060.02,2024-11-04 08:09:11,2
0.26,2023-11-23 16:14:48,1,28,2,20.0,3,173.0,1.0,1833.67,2024-11-04 08:07:45,0
210.77,2023-05-31 16:50:20,1,23,0,71.0,2,161.0,1.0,5396.65,2024-11-04 08:11:21,2
406.65,2023-11-08 18:32:44,1,23,0,57.0,0,107.0,1.0,12995.7,2024-11-04 08:11:01,3
422.9,2023-02-27 16:15:53,1,40,0,40.0,1,111.0,1.0,7616.43,2024-11-04 08:10:52,3
20.62,2023-06-21 17:10:18,0,30,0,35.0,0,225.0,1.0,12500.8,2024-11-04 08:08:49,1
174.39,2023-01-09 16:08:52,1,37,0,19.0,3,36.0,1.0,1127.08,2024-11-04 08:11:01,0
7.86,2023-10-16 16:47:15,0,34,1,76.0,2,91.0,1.0,3621.98,2024-11-04 08:07:51,2
211.36,2023-01-03 18:18:14,1,10,2,49.0,1,44.0,1.0,5212.28,2024-11-04 08:08:55,2
54.85,2023-09-05 16:05:58,0,37,1,58.0,2,40.0,1.0,2727.45,2024-11-04 08:09:36,2
204.7,2023-09-21 16:08:00,1,28,1,49.0,0,95.0,5.0,5117.03,2024-11-04 08:10:26,2
16.55,2023-09-11 17:05:50,1,40,1,26.0,1,159.0,1.0,6089.79,2024-11-04 08:08:11,0
91.32,2023-11-10 16:43:45,1,25,1,58.0,1,77.0,1.0,2618.1,2024-11-04 08:08:22,2
195.49,2023-06-12 16:34:59,1,22,0,31.0,0,112.0,1.0,11988.12,2024-11-04 08:08:35,3
49.62,2023-12-07 16:19:07,1,32,0,55.0,1,111.0,1.0,3841.42,2024-11-04 08:07:23,2
487.16,2023-01-02 16:01:14,0,20,1,28.0,3,84.0,1.0,321.21,2024-11-04 08:12:22,0
405.6,2023-08-08 17:41:41,1,40,2,37.0,1,44.0,1.0,9754.73,2024-11-04 08:09:24,3
512.95,2023-10-16 17:08:36,1,8,1,57.0,1,143.0,1.0,9584.52,2024-11-04 08:10:05,3
345.94,2023-10-09 17:32:57,1,32,0,31.0,0,163.0,1.0,7624.56,2024-11-04 08:11:40,3
356.56,2023-10-09 17:23:21,1,27,2,47.0,1,52.0,1.0,2485.73,2024-11-04 08:11:57,2
10.31,2023-01-13 16:23:56,1,21,2,36.0,1,280.0,1.0,2137.9,2024-11-04 08:11:14,1
211.69,2023-10-20 16:02:07,1,1,1,30.0,0,111.0,1.0,6412.85,2024-11-04 08:07:50,0
221.49,2023-09-13 18:11:22,0,28,1,23.0,3,196.0,1.0,707.25,2024-11-04 08:11:50,0
278.23,2023-05-04 17:49:33,1,14,2,48.0,1,83.0,1.0,8300.54,2024-11-04 08:09:46,3
116.88,2023-10-04 17:10:02,1,22,0,45.0,0,263.0,1.0,7717.34,2024-11-04 08:10:02,1
328.77,2023-04-03 17:59:23,0,36,2,39.0,0,247.0,1.0,6967.03,2024-11-04 08:09:57,1
77.53,2023-07-25 18:00:25,1,21,1,54.0,2,55.0,1.0,5158.6,2024-11-04 08:07:12,2
421.74,2023-06-20 17:07:05,1,38,2,67.0,0,103.0,1.0,12031.14,2024-11-04 08:10:18,3
313.69,2023-03-10 16:35:33,1,28,1,73.0,2,152.0,1.0,7093.68,2024-11-04 08:10:23,2
411.72,2023-06-20 18:43:51,1,42,1,29.0,0,153.0,1.0,8539.86,2024-11-04 08:11:43,3
508.73,2023-07-14 16:22:54,1,6,1,59.0,2,89.0,1.0,7640.57,2024-11-04 08:09:07,2
153.08,2023-11-27 16:57:08,1,29,0,24.0,3,201.0,1.0,1292.21,2024-11-04 08:09:29,0
23.01,2023-06-09 18:33:04,1,19,1,63.0,2,166.0,1.0,5958.75,2024-11-04 08:09:14,2
69.28,2023-10-30 16:36:24,1,20,2,25.0,3,129.0,1.0,708.74,2024-11-04 08:11:01,0
51.25,2023-08-29 16:16:15,0,2,1,28.0,3,66.0,1.0,1744.4,2024-11-04 08:11:52,0
407.65,2023-08-07 17:17:34,1,10,0,25.0,3,263.0,1.0,273.78,2024-11-04 08:08:37,0
459.25,2023-05-23 16:44:33,1,40,1,25.0,3,59.0,1.0,130.76,2024-11-04 08:11:47,0
301.56,2023-02-09 17:46:49,1,39,1,49.0,0,118.0,1.0,10389.6,2024-11-04 08:10:23,3
17.67,2023-06-27 17:50:21,1,36,2,63.0,0,91.0,1.0,1048.18,2024-11-04 08:10:55,2
5.29,2023-03-13 18:24:20,0,37,2,32.0,0,132.0,1.0,12896.68,2024-11-04 08:11:04,3
401.37,2023-09-18 16:18:19,1,20,1,43.0,1,251.0,1.0,8208.54,2024-11-04 08:11:41,1
145.4,2023-07-06 17:53:38,1,40,2,38.0,1,24.0,1.0,5244.49,2024-11-04 08:09:52,3
556.34,2023-10-19 16:34:22,1,39,2,37.0,0,46.0,1.0,11935.14,2024-11-04 08:07:12,3
34.31,2023-04-28 16:55:28,1,30,0,24.0,3,251.0,1.0,1484.76,2024-11-04 08:11:26,0
780.59,2023-06-28 17:58:48,0,40,2,23.0,3,145.0,1.0,6513.34,2024-11-04 08:07:01,0
282.65,2023-03-08 17:42:36,1,13,0,35.0,0,161.0,1.0,13801.15,2024-11-04 08:08:51,3
305.27,2023-09-27 16:25:38,1,19,2,68.0,0,147.0,1.0,12958.65,2024-11-04 08:09:31,3
185.81,2023-09-20 16:30:06,1,2,2,32.0,0,116.0,1.0,9588.71,2024-11-04 08:10:15,3
66.01,2023-10-06 18:39:39,1,25,2,49.0,3,179.0,1.0,3475.99,2024-11-04 08:07:05,1
447.95,2023-01-11 17:27:56,1,40,1,29.0,1,75.0,1.0,7544.4,2024-11-04 08:09:20,3
279.3,2023-06-22 17:28:02,1,28,0,19.0,3,48.0,1.0,1193.61,2024-11-04 08:07:20,0
211.36,2023-05-08 16:25:03,1,16,2,33.0,0,27.0,1.0,12063.77,2024-11-04 08:07:00,3
611.15,2023-08-11 17:12:30,1,11,0,27.0,3,121.0,1.0,892.83,2024-11-04 08:09:23,0
275.2,2023-08-24 17:13:38,1,27,2,54.0,1,81.0,1.0,1230.12,2024-11-04 08:09:50,2
427.79,2023-02-21 17:42:42,1,38,1,18.0,3,189.0,1.0,1479.67,2024-11-04 08:08:54,0
469.13,,0,35,0,54.0,0,139.0,1.0,1265.28,2024-11-04 08:07:30,2
102.81,2023-12-04 16:23:00,1,39,1,76.0,2,47.0,1.0,3228.87,2024-11-04 08:08:07,2
22.61,2023-12-21 17:56:04,1,39,2,19.0,3,145.0,1.0,1111.67,2024-11-04 08:06:47,0
68.28,2023-06-08 18:54:04,1,4,2,56.0,1,293.0,1.0,3213.16,2024-11-04 08:08:24,1
33.65,2023-09-18 17:18:03,0,27,2,63.0,0,146.0,1.0,12719.93,2024-11-04 08:07:24,3
362.68,2023-01-16 18:02:19,0,24,0,63.0,2,137.0,1.0,2040.77,2024-11-04 08:06:30,2
73.23,2023-06-23 16:41:27,1,37,1,20.0,3,172.0,1.0,1309.85,2024-11-04 08:12:22,0
654.49,2023-11-20 16:31:36,0,2,2,25.0,3,104.0,1.0,164.61,2024-11-04 08:08:39,0
18.56,2023-04-24 17:04:21,0,22,1,49.0,1,161.0,1.0,4230.37,2024-11-04 08:07:40,1
389.05,2023-01-06 17:35:08,1,9,0,27.0,3,41.0,1.0,761.0,2024-11-04 08:11:28,0
7.38,2023-03-15 16:47:45,1,15,2,67.0,2,112.0,1.0,2923.83,2024-11-04 08:10:18,2
109.48,2023-06-26 17:38:22,1,3,2,45.0,2,93.0,1.0,7372.47,2024-11-04 08:07:26,3
66.91,2023-01-30 18:47:17,1,39,0,39.0,0,85.0,1.0,871.1,2024-11-04 08:10:19,0
335.48,2023-03-02 16:06:18,1,28,1,45.0,1,155.0,1.0,3023.16,2024-11-04 08:06:45,1
38.14,2023-12-28 16:51:20,1,0,2,19.0,3,174.0,1.0,1119.21,2024-11-04 08:09:59,0
1076.98,2023-12-20 18:12:25,1,11,1,60.0,0,173.0,1.0,11833.73,2024-11-04 08:09:33,3
360.02,2023-02-09 16:29:06,1,9,2,68.0,2,68.0,1.0,6400.59,2024-11-04 08:08:53,2
567.71,2023-02-06 18:39:23,1,22,2,63.0,0,80.0,1.0,13884.24,2024-11-04 08:10:40,3
218.19,2023-05-23 16:29:31,1,2,0,19.0,3,185.0,1.0,620.83,2024-11-04 08:10:27,0
209.99,2023-09-07 17:19:21,1,10,0,19.0,3,40.0,1.0,1938.01,2024-11-04 08:11:39,0
11.02,2023-11-13 16:32:53,1,40,1,19.0,3,280.0,1.0,964.79,2024-11-04 08:06:56,0
83.43,2023-05-30 16:28:48,1,27,2,56.0,2,109.0,1.0,1870.16,2024-11-04 08:11:40,2
344.97,2023-03-20 17:30:52,1,2,2,34.0,0,106.0,1.0,5577.94,2024-11-04 08:09:39,0
172.29,2023-01-30 17:22:39,1,12,0,36.0,1,283.0,1.0,8700.8,2024-11-04 08:08:42,1
195.54,2023-07-17 16:05:23,1,29,2,60.0,2,255.0,1.0,2794.66,2024-11-04 08:09:01,1
101.23,2023-08-04 18:34:01,1,7,2,45.0,1,87.0,1.0,6169.71,2024-11-04 08:06:42,3
180.46,2023-03-13 16:26:30,1,14,0,25.0,3,34.0,1.0,831.75,2024-11-04 08:11:23,0
692.55,2023-03-07 16:51:37,1,5,1,53.0,2,109.0,1.0,2451.56,2024-11-04 08:12:17,2
147.31,2023-06-12 17:10:27,0,23,2,34.0,0,92.0,1.0,13625.52,2024-11-04 08:07:58,3
107.48,2023-02-07 17:38:18,1,20,1,20.0,3,103.0,1.0,1379.39,2024-11-04 08:12:07,0
1831.02,2023-09-15 17:31:42,0,8,2,62.0,0,83.0,1.0,11498.01,2024-11-04 08:10:52,3
81.51,2023-08-10 16:10:22,1,42,1,25.0,3,97.0,1.0,865.49,2024-11-04 08:07:15,0
365.48,2023-05-22 17:59:02,0,39,2,76.0,2,216.0,1.0,7147.4,2024-11-04 08:10:38,1
491.1,2023-06-05 16:08:37,0,15,2,35.0,1,125.0,1.0,7833.85,2024-11-04 08:07:32,3
452.8,2023-11-24 16:45:11,1,20,1,80.0,2,151.0,1.0,4840.67,2024-11-04 08:07:34,2
645.04,2023-12-22 17:08:55,1,22,1,70.0,2,78.0,1.0,7361.47,2024-11-04 08:07:29,2
169.28,2023-03-27 18:08:06,1,30,1,45.0,0,114.0,1.0,5128.44,2024-11-04 08:11:54,2
88.42,2023-10-18 16:28:19,1,12,0,62.0,0,91.0,1.0,12381.45,2024-11-04 08:09:15,3
155.53,2023-03-24 17:04:32,1,3,0,29.0,1,66.0,1.0,4008.05,2024-11-04 08:08:36,0
991.82,2023-12-04 16:16:19,1,25,2,43.0,1,300.0,1.0,3493.13,2024-11-04 08:10:11,1
39.24,2023-11-14 18:33:32,1,9,0,77.0,2,106.0,1.0,6462.41,2024-11-04 08:11:18,2
152.01,2023-02-23 16:41:55,1,13,0,42.0,1,111.0,3.0,4625.12,2024-11-04 08:11:14,2
78.77,2023-05-08 18:36:59,0,19,0,48.0,1,50.0,1.0,6470.57,2024-11-04 08:06:41,3
26.5,2023-02-08 16:42:59,1,16,2,48.0,1,179.0,1.0,4854.83,2024-11-04 08:07:24,1
83.62,2023-06-22 17:18:09,1,33,0,48.0,0,146.0,1.0,12652.22,2024-11-04 08:12:06,3
142.78,2023-05-09 16:40:52,1,36,1,68.0,0,150.0,1.0,11705.88,2024-11-04 08:12:22,3
55.99,2023-11-13 16:16:24,1,12,0,35.0,0,95.0,1.0,932.61,2024-11-04 08:07:20,0
774.48,2023-03-06 16:12:45,1,21,1,61.0,0,31.0,1.0,11613.58,2024-11-04 08:08:33,3
105.37,2023-05-11 18:31:20,1,34,0,25.0,3,160.0,1.0,1068.55,2024-11-04 08:09:44,0
118.83,2023-06-26 16:10:25,1,41,2,28.0,3,295.0,1.0,1616.3,2024-11-04 08:08:28,1
46.22,2023-11-13 16:41:09,1,38,1,23.0,3,217.0,1.0,471.28,2024-11-04 08:08:59,0
659.71,2023-05-05 16:10:24,0,38,1,21.0,3,148.0,1.0,106.86,2024-11-04 08:09:32,0
377.97,2023-11-17 16:50:08,1,24,2,72.0,2,160.0,1.0,2457.1,2024-11-04 08:11:04,2
114.1,2023-05-22 17:45:02,1,4,1,69.0,2,148.0,1.0,5882.12,2024-11-04 08:11:19,2
11.3,2023-12-01 16:33:43,0,21,2,55.0,2,41.0,1.0,1938.99,2024-11-04 08:09:25,2
95.5,2023-05-22 16:24:02,1,29,2,57.0,2,17.0,1.0,4079.09,2024-11-04 08:08:19,2
130.93,2023-02-08 16:52:09,0,15,1,28.0,1,149.0,1.0,860.12,2024-11-04 08:11:18,0
272.97,2023-04-17 18:42:04,1,4,2,68.0,2,174.0,1.0,7811.31,2024-11-04 08:10:58,1
73.35,2023-03-13 16:33:49,1,37,1,24.0,3,47.0,1.0,1181.84,2024-11-04 08:09:57,0
29.94,2023-10-13 16:22:08,1,37,0,58.0,0,243.0,1.0,10915.54,2024-11-04 08:12:01,1
307.24,2023-11-02 16:05:49,1,38,0,19.0,3,136.0,2.0,1670.72,2024-11-04 08:09:50,0
50.52,2023-10-16 16:29:39,1,4,2,20.0,3,140.0,1.0,1121.19,,0
820.46,2023-04-03 16:22:48,0,13,2,53.0,1,243.0,1.0,5621.86,2024-11-04 08:10:23,1
153.07,2023-04-03 18:37:57,1,11,0,56.0,1,116.0,1.0,8873.43,2024-11-04 08:12:06,3
52.94,2023-06-12 17:36:25,1,40,1,41.0,0,146.0,1.0,6990.92,2024-11-04 08:11:08,3
384.41,2023-04-17 16:53:29,1,17,0,60.0,1,65.0,1.0,7831.56,2024-11-04 08:10:13,2
235.42,2023-07-10 18:34:22,1,31,1,51.0,2,175.0,1.0,6173.23,2024-11-04 08:11:06,1
114.23,2023-06-07 17:35:50,1,9,0,56.0,0,64.0,1.0,9523.72,2024-11-04 08:06:35,3
12.62,2023-05-05 16:35:44,1,12,1,33.0,0,61.0,1.0,6420.47,2024-11-04 08:09:03,3
997.37,2023-12-22 18:24:01,1,13,0,23.0,3,145.0,1.0,1146.09,2024-11-04 08:07:23,0
373.52,2023-09-25 16:23:23,1,7,0,35.0,1,235.0,1.0,6430.41,2024-11-04 08:11:16,1
336.05,2023-04-24 17:18:18,1,35,1,28.0,3,164.0,1.0,1635.05,2024-11-04 08:12:13,0
366.93,2023-12-11 18:43:00,1,15,2,66.0,2,33.0,1.0,6697.79,2024-11-04 08:11:33,2
112.27,2023-10-19 17:34:53,1,39,1,58.0,0,102.0,1.0,7369.89,2024-11-04 08:11:23,2
494.96,2023-03-31 16:34:38,1,34,0,40.0,1,132.0,1.0,6903.68,2024-11-04 08:08:34,3
561.58,2023-06-23 17:38:26,1,34,2,65.0,0,23.0,1.0,11748.86,2024-11-04 08:06:32,3
440.94,2023-09-13 18:38:27,1,35,2,42.0,0,148.0,1.0,7303.23,2024-11-04 08:11:22,3
71.9,2023-02-20 16:28:39,1,20,1,29.0,0,51.0,1.0,10619.35,2024-11-04 08:12:07,3
