Sex,Length,Diameter,Height,WholeWeight,ShuckedWeight,VisceraWeight,ShellWeight,Rings,Cluster,PCA1,PCA2
0,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,15,0,0.3534824671564666,-1.8093542584495799
1,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,15,0,-0.6105964688137369,-0.12784269585147337
1,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9,2,-2.571417011162543,-0.15983239914804492
2,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15,0,0.8991056154592613,1.6148224327472778
0,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9,0,-0.4019715521434393,-1.8283223147028236
2,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13,1,4.156623147346831,1.655889721281834
0,0.8,0.63,0.195,2.526,0.933,0.59,0.62,23,1,7.403106314600787,-1.6291446973066135
2,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23,0,1.659500267905178,1.650879994879621
0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18,0,1.3349693478987497,-1.812137365521486
2,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11,0,0.77826674771069,1.6282554319470457
2,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17,1,3.7206243142428197,1.6933205554566761
2,0.64,0.52,0.2,1.407,0.566,0.304,0.455,17,1,3.283106407685007,1.6600108023889615
0,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,11,0,1.064134344328442,-1.8211396944675744
1,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7,2,-4.3091495997813105,-0.1669515113505522
1,0.255,0.185,0.07,0.075,0.028,0.018,0.025,6,2,-5.1255517758264055,-0.16089321735635126
1,0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,6,2,-5.967809956340174,-0.1523042204597743
2,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21,1,2.5656575306169094,1.641156453841462
0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17,1,4.533614747370042,-1.7454444942710823
0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13,0,0.20820617207581765,-1.8064974591512113
2,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11,0,-0.21057317241479043,1.6281608248100072
2,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16,0,0.6245972839347914,1.6267607278034908
0,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,9,2,-2.127280026147317,-1.8549185785168938
0,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,12,0,-0.09372129668818248,-1.8523565962583541
2,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,19,0,1.0799487745962224,1.6285576079777726
2,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18,1,2.9711162767415433,1.6509079028835343
0,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17,1,4.271211045948609,-1.7330114925326001
2,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,11,1,1.6494662920385543,1.6538285433195454
2,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13,0,0.6832277926615226,1.6463874042322268
2,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13,0,1.6586937732147469,1.661440268507841
2,0.585,0.455,0.125,1.027,0.391,0.212,0.25,17,0,0.8014501212011697,1.659114996261048
0,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,20,1,2.9183717711857042,-1.7945195705732528
0,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13,1,3.424273951985166,-1.7696176789694906
0,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,11,0,0.656337479364477,-1.840377064492551
2,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,12,0,0.4461470480791769,1.6166549770924241
0,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18,1,3.1226082869527176,-1.798226066395393
2,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18,0,1.6649684551500044,1.632313834429913
0,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15,0,1.7039157849167514,-1.8236280937215104
0,0.63,0.505,0.165,1.065,0.4595,0.216,0.315,12,1,1.7063746450345478,-1.7998419876206364
2,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,19,1,5.4971142997060625,1.7395613274269943
2,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15,1,2.8277694861240685,1.6536462585387643
0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16,1,6.0528415754269815,-1.709855369835574
1,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12,0,1.100250510628912,-0.09666381291925721
1,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8,2,-2.7110872557278087,-0.1558739675087757
2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3,2,-5.991569221805067,1.5682903224977593
0,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12,2,-2.7713839747022995,-1.874185584342872
0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12,0,-0.5511647401308569,-1.8437706538158456
1,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,12,2,-2.5519606839610325,-0.1545839363870158
2,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,2,-3.89334096614329,1.5536800413526886
0,0.43,0.34,0.11,0.382,0.154,0.0955,0.109,8,2,-2.5058476841848605,-1.871395493746289
1,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,12,0,-0.2699237058678515,-0.12222595781541275
1,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12,2,-2.8341134145586553,-0.16306062995914086
0,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,10,2,-3.7918694287585852,-1.8765192361175715
2,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,5,2,-6.037786979230935,1.5746351103068323
2,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,2,-6.346735694079685,1.5847975479369156
1,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11,0,0.07721829161382157,-0.10313582268595807
0,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16,0,-0.6147089990416951,-1.8406151965484616
0,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,2,-2.4162667055934572,-1.8652402943592696
0,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,12,2,-2.0427719169964167,-1.8601097738297712
0,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,14,0,-0.7797187265526017,-1.8303237214648138
1,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,11,0,-1.1127033036142173,-0.1165264194408935
1,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10,0,-0.5308623552900636,-0.11554437777806804
2,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,11,2,-2.202901849332607,1.5627374882635108
0,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16,2,-2.08800702330357,-1.8774255760454934
2,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10,2,-3.6283327306804245,1.5624500501041352
2,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10,2,-4.05071539098188,1.558544805506509
1,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7,2,-4.432902739394746,-0.16589630531623886
1,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14,1,2.1482322673194303,-0.04205174081953271
1,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14,1,1.5961855861060692,-0.0854031050822229
1,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14,0,1.4266171944429562,-0.08091277593418653
1,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17,1,2.847181259523917,-0.05379287996987205
1,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14,0,-0.09715460602719378,-0.08644251644933106
0,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17,0,0.39579767924443016,-1.825470026407586
1,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13,2,-2.4379187373700004,-0.14405702929714959
0,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12,0,0.09663018029202233,-1.8326951001100193
1,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16,0,-1.3587020585045937,-0.16001587309763637
2,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10,2,-4.591956896713623,1.5560726453142433
1,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15,0,0.8788424808482757,-0.11518173932064957
1,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15,1,2.1603906163449524,-0.04238353208890426
0,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10,0,1.4505541969676539,-1.824362905671319
1,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12,1,2.472907120139488,-0.0337243145716315
1,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15,1,2.143177392372319,-0.06576169809779943
0,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8,1,1.76240874536405,-1.8092554867589883
0,0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10,0,-1.0288864099860715,-1.8187374134726115
1,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,0,-1.075036873503125,-0.11976787592935965
2,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7,2,-4.254944914456916,1.5461750916677632
0,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,12,0,-0.370536860844408,-1.8225484838624204
1,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9,2,-2.997452627437185,-0.1704617251000919
2,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,10,2,-3.1478411802979682,1.552768769739697
2,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18,2,-2.7096565845367144,1.5443030337470605
2,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11,2,-4.678067214023272,1.5636296744695177
0,0.465,0.35,0.13,0.494,0.1945,0.103,0.155,18,0,-1.4369508306640015,-1.8465873705579736
0,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10,0,-1.4541958956783334,-1.8424002442519698
2,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13,2,-3.94577977394606,1.5653163629870557
1,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,0,-0.1740044708751788,-0.14320339215377922
0,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12,0,-1.340745755988461,-1.8489663922217605
0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10,2,-2.9303788083386664,-1.8802511015119614
2,0.26,0.2,0.065,0.096,0.044,0.027,0.03,6,2,-5.014934504825828,1.5641689869531161
1,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13,0,1.0616542798005266,-0.09743483982447919
1,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14,0,0.45227023674720523,-0.11818837830657099
2,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6,2,-4.993685569177222,1.5586859546840008
0,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,0,-0.5491882081329181,-1.8144897289758235
2,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9,2,-3.9438579891396737,1.5541630249439438
1,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,0,-0.9292351016089212,-0.14068979293384673
0,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18,1,2.777974504181405,-1.779715583840765
0,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,11,1,1.7592438534523638,-1.804567863176317
0,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16,1,3.6477845651976946,-1.7644139387258315
1,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16,1,2.9754410964827884,-0.054018244032840466
0,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14,0,-0.9619237413170366,-1.844942698814122
2,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23,0,0.15700764229210026,1.5972110605903704
1,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9,2,-4.100000317597769,-0.1687732402694899
0,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16,0,0.28922491260148137,-1.8429729436446278
0,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9,2,-3.8443675504807953,-1.8871986858864231
2,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,0,-1.3666949338077128,1.597620332768187
2,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10,0,0.6634920842286821,1.617065995319079
2,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,9,0,-1.5183873347365953,1.58864882604102
0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11,2,-1.9454164469821105,-1.878929236411119
2,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9,0,-1.0574191069376324,1.5911414707621732
2,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12,0,-0.8888549761015248,1.597083884662973
0,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,0,0.6394401254418444,-1.8361315893331913
1,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,6,2,-4.8380553148026415,-0.16609605687686058
0,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,2,-3.9130405815720635,-1.8824999756219178
0,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9,2,-3.359803627305304,-1.8795763559420289
0,0.42,0.33,0.125,0.463,0.186,0.11,0.145,10,2,-2.1654062727458023,-1.8670758597584027
2,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,10,2,-3.909286834467813,1.5550715773044081
2,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,2,-3.1850673427533587,1.5514610595883933
1,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8,2,-4.658706161179904,-0.16593241789395044
1,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,5,2,-4.980694766169569,-0.15606790625467562
1,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,2,-5.342687763875281,-0.15815103562930885
1,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5,2,-5.264362087441276,-0.1545516939949971
1,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,2,-5.197406968674223,-0.15816265222385997
1,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,4,2,-5.792825096153114,-0.15027637580736722
0,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20,1,1.5547505478808816,-1.8115280646467842
2,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14,0,-1.0535407929635021,1.593727299323976
0,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13,0,-0.5185455851262047,-1.822590248594963
2,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8,2,-2.7446856161376703,1.582660576156681
2,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17,0,0.14349219150738765,1.6241215835379617
0,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11,0,-0.3234092443640624,-1.8279958305723985
2,0.5,0.39,0.13,0.709,0.275,0.168,0.18,11,0,-0.5517058660509851,1.618730869010086
2,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,2,-2.5301444524472405,1.5577129380011467
2,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16,0,0.14889880463902785,1.6246406369150663
0,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8,2,-3.718013432272169,-1.8703640966779436
2,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13,0,0.16564540625672894,1.6231496234196012
2,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11,1,1.71936288541491,1.6505614886544768
2,0.565,0.44,0.175,1.122,0.393,0.2,0.375,20,0,1.5140211252293505,1.6342779546935053
2,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,1,3.518089473010686,1.7166403515743027
0,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14,1,2.3749524734984204,-1.7707402166892807
2,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14,1,2.0470883780375786,1.6820541048045088
0,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12,0,1.5114696306506312,-1.795489512084273
2,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18,1,2.6853989951978363,1.700696109579237
2,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,0,1.0200166977483085,1.6382194282925824
0,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,0,-1.0844432848964156,-1.8884218598612772
0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14,0,0.019516069918850562,-1.8506700555556141
0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13,0,-0.04480119244592524,-1.8459478741611164
2,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8,2,-3.4244236275693716,1.561514717536352
2,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12,0,0.1988496461457659,1.6051880236155902
0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14,0,0.8231174137326969,-1.834947457668056
2,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14,0,-1.0592794132111587,1.591172350159712
1,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8,2,-3.9226636175199823,-0.163471824924872
0,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13,0,-0.46666051599372693,-1.847833124973199
0,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,1,2.6057024154019826,-1.783337698683154
2,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14,0,-0.2789378279614218,1.6070911535388837
2,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15,0,-0.9541391895169529,1.5981475355688763
2,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7,2,-2.522067826792214,1.5647606415209598
0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,0,0.16601785755203952,-1.858608954242156
0,0.475,0.38,0.145,0.57,0.167,0.118,0.187,11,0,-0.9844154993234473,-1.8606576591867305
1,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8,2,-3.070815956294873,-0.15973338285953592
2,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9,2,-2.904430968342695,1.536752519661581
2,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12,0,-0.911562621489042,1.5705335243018057
0,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15,0,-0.4727546651044165,-1.8350164122150976
2,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12,0,0.17073845978080562,1.6079005634542782
2,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15,0,-0.2676830524679018,1.597586442724853
2,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19,0,0.7169731357875645,1.6228211710030491
0,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12,0,-0.7347656266165397,-1.8293498329048894
0,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9,2,-4.0396687965591145,-1.877402386690257
1,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,2,-4.808575692023515,-0.15786883417801603
1,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6,2,-4.583976562991203,-0.1598911242165064
1,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,2,-3.719674461148594,-0.15348106760465993
1,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,2,-4.170933191854389,-0.15469673771874398
1,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,2,-3.9856637889369484,-0.16533167683741537
1,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,2,-2.4652567252554185,-0.12304572986920721
1,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,2,-2.9226402607402813,-0.15498114614477426
1,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6,2,-2.924036360079103,-0.1353943725601832
1,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,2,-2.93655448097342,-0.14507647999285633
1,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,2,-2.7734998746713737,-0.14811050790556368
2,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8,0,-1.4901876448286147,1.6041157673473965
0,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8,0,-0.9547430045837341,-1.8253322055064825
1,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8,0,-1.313763086055781,-0.10139871218786656
0,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,0,-1.0686312689316577,-1.8150800027738707
1,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10,0,-1.3151457420390609,-0.10919935445200678
2,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7,0,-0.8975479223046614,1.6273373760067322
2,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,0,-0.22703268320411285,1.643112417440449
1,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,0,-0.2437608592720359,-0.1400845141085959
2,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9,0,0.7552810176649114,1.632922837391321
2,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9,0,-0.04103078472703216,1.6524835138295275
2,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11,0,0.5426705818585522,1.6340466357514771
0,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,0,1.0756473098809516,-1.7770738210875845
2,0.58,0.46,0.18,1.145,0.48,0.277,0.325,11,1,1.8050237245355991,1.6448865578088199
2,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,0,1.5336966111453159,1.667777310696829
2,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,1,2.0143544315230444,1.6814698686530325
2,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,1,1.8873408537124177,1.636568715012249
0,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9,1,1.6782193498306348,-1.7311240007101123
0,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8,1,2.3640568167227083,-1.7365042643033375
0,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,1,1.7424852117092469,-1.7624794147083642
2,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10,1,2.0084710337769947,1.6630411633013893
0,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,1,2.337688414758664,-1.7271207351538642
2,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,1,2.845028215120709,1.6729429951344632
2,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12,1,4.135952014480504,1.708545358039969
0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,1,3.1534417143905564,-1.7509172867896676
0,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12,1,3.654236874930219,-1.7268642568182397
1,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11,1,4.1052429960279575,-0.020108194278689245
2,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,1,4.33323547259941,1.7169290199649618
0,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13,1,4.521799963578495,-1.7194059274541413
0,0.675,0.55,0.175,1.689,0.694,0.371,0.474,13,1,4.109357693189596,-1.7165571963543929
0,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9,1,4.0113704099177285,-1.684325642206314
0,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,1,5.2878447041769245,-1.6982054343469533
0,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10,1,4.025189137342035,-1.7250755496431756
0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,1,5.300688423169262,-1.6042880802593888
1,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4,2,-5.588616803255766,-0.15754087433689223
1,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4,2,-5.356650915871363,-0.16085651526564493
1,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5,2,-5.46041439491091,-0.15022955051120046
1,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4,2,-4.977838407735881,-0.15988248710535666
1,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,2,-4.971289372975752,-0.14956903343318625
1,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,2,-4.6550675651951146,-0.15816096575341804
1,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,2,-4.696039020369448,-0.15630189914902606
1,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6,2,-4.492065748374446,-0.15490000314807248
1,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,2,-4.482060046938825,-0.1552559380019723
1,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,2,-4.142807943975923,-0.15542748969459325
1,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,2,-3.6460319065796742,-0.14888891401069854
1,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6,2,-3.649300522491916,-0.15183594140900014
1,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,2,-3.3079826010938516,-0.15869152995293384
1,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6,2,-3.345845471275297,-0.12713329812523944
1,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7,2,-2.9118798218725774,-0.15163090123430137
1,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,2,-2.5054899103153105,-0.14853253689424434
1,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6,2,-1.9616980893676759,-0.1206217529645217
1,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,2,-2.585605186842537,-0.13785775181565713
1,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,2,-2.0061569614102694,-0.13598056428617905
1,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6,2,-2.0740754139116415,-0.14266368432283968
1,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8,2,-2.0616131856184383,-0.14483876058303044
0,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,2,-2.040916163035227,-1.8653043586179427
0,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,2,-2.084749363939371,-1.8596959663838906
1,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,2,-2.236559410950454,-0.1486447452029563
1,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,2,-2.2299169516661936,-0.1466938183682439
1,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,2,-2.0784685268690404,-0.13255507897976304
2,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,2,-2.172433901305303,1.5906761354224221
1,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,0,-1.23372363450708,-0.08757594353229238
1,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,2,-2.1054877095096627,-0.13654375774282443
2,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8,2,-1.9685493825268405,1.5947447112573605
2,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7,0,-0.6542284329152812,1.6068565512480524
1,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7,0,-1.4595684135512406,-0.11494185923412935
1,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,0,-0.8633336310657602,-0.10869609638409673
2,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9,0,-0.7425932052102784,1.6214252991679154
2,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7,0,0.10756103744252368,1.6469483160999496
2,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8,0,0.003803135163132619,1.654169742021406
0,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,0,0.46975188151795266,-1.8033510902931074
2,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6,0,-0.32738177711259264,1.6157168816476242
0,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8,0,0.5314894584099521,-1.7880057672959115
